"www.agrometeorologia.cl","","","",""
"Red Agrometeorológica de INIA","","","",""
"Generado el 08-06-2023 19:19:29","","","",""
"Mejillones, Mejillones","","","",""
"","","","",""
"Tiempo UTC-4","Velocidad de Viento km/h","Dirección de Viento º","Velocidad de Viento % de datos ","Dirección de Viento % de datos "
"01-10-2021","16.1","157","100","100"
"02-10-2021","16.9","211","100","100"
"03-10-2021","17.7","181","100","100"
"04-10-2021","10.6","168","100","100"
"05-10-2021","11.6","170","100","100"
"06-10-2021","12.6","145","100","100"
"07-10-2021","14.2","131","100","100"
"08-10-2021","25.1","206","100","100"
"09-10-2021","19.7","218","100","100"
"10-10-2021","16.6","180","100","100"
"11-10-2021","12.6","208","100","100"
"12-10-2021","17.2","232","100","100"
"13-10-2021","24.9","205","100","100"
"14-10-2021","14.7","205","100","100"
"15-10-2021","11.5","212","100","100"
"16-10-2021","20.1","205","100","100"
"17-10-2021","17","196","100","100"
"18-10-2021","13.5","180","100","100"
"19-10-2021","10.1","194","100","100"
"20-10-2021","13.7","153","100","100"
"21-10-2021","18.2","175","100","100"
"22-10-2021","13","200","100","100"
"23-10-2021","19.3","209","100","100"
"24-10-2021","13.2","136","100","100"
"25-10-2021","11.3","192","100","100"
"26-10-2021","10.8","144","100","100"
"27-10-2021","11.2","159","100","100"
"28-10-2021","10.8","114","100","100"
"29-10-2021","11.3","132","100","100"
"30-10-2021","11.8","98","100","100"
"31-10-2021","13.1","155","100","100"
"01-11-2021","14.1","182","100","100"
"02-11-2021","16.7","164","100","100"
"03-11-2021","14.2","190","100","100"
"04-11-2021","14.2","209","100","100"
"05-11-2021","13.7","178","100","100"
"06-11-2021","17.7","184","100","100"
"07-11-2021","17.9","190","100","100"
"08-11-2021","10.1","147","100","100"
"09-11-2021","13","202","100","100"
"10-11-2021","15.1","206","100","100"
"11-11-2021","15.6","196","100","100"
"12-11-2021","15.9","222","100","100"
"13-11-2021","18.8","218","100","100"
"14-11-2021","11.7","220","100","100"
"15-11-2021","14.8","214","100","100"
"16-11-2021","11.4","227","100","100"
"17-11-2021","13.5","196","100","100"
"18-11-2021","15.1","193","100","100"
"19-11-2021","13.7","217","100","100"
"20-11-2021","16.1","154","100","100"
"21-11-2021","19.3","167","100","100"
"22-11-2021","13","224","100","100"
"23-11-2021","11.3","142","100","100"
"24-11-2021","14","164","100","100"
"25-11-2021","15.9","207","100","100"
"26-11-2021","14","208","100","100"
"27-11-2021","21.4","209","100","100"
"28-11-2021","13.3","181","100","100"
"29-11-2021","12.6","170","100","100"
"30-11-2021","15.4","175","100","100"
"01-12-2021","15.4","196","100","100"
"02-12-2021","12.2","185","100","100"
"03-12-2021","15.1","165","100","100"
"04-12-2021","16.5","166","100","100"
"05-12-2021","9.9","130","100","100"
"06-12-2021","14.6","204","100","100"
"07-12-2021","17.6","233","100","100"
"08-12-2021","16.8","214","100","100"
"09-12-2021","9.3","132","100","100"
"10-12-2021","11.3","115","100","100"
"11-12-2021","16.5","143","100","100"
"12-12-2021","15.7","172","100","100"
"13-12-2021","16.1","192","100","100"
"14-12-2021","18.8","179","100","100"
"15-12-2021","19.4","174","100","100"
"16-12-2021","19.4","207","100","100"
"17-12-2021","18.3","200","100","100"
"18-12-2021","13.2","187","100","100"
"19-12-2021","14","119","100","100"
"20-12-2021","12.8","159","100","100"
"21-12-2021","12.5","135","100","100"
"22-12-2021","7.1","128","100","100"
"23-12-2021","8.2","134","100","100"
"24-12-2021","10.5","124","100","100"
"25-12-2021","11.5","119","100","100"
"26-12-2021","11.8","142","100","100"
"27-12-2021","17.2","175","100","100"
"28-12-2021","18.4","192","100","100"
"29-12-2021","18.4","223","100","100"
"30-12-2021","18.7","177","100","100"
"31-12-2021","18.6","205","100","100"
"01-01-2022","17.9","213","100","100"
"02-01-2022","15.5","200","100","100"
"03-01-2022","18.3","206","100","100"
"04-01-2022","15.1","175","100","100"
"05-01-2022","16.7","198","100","100"
"06-01-2022","18.4","174","100","100"
"07-01-2022","16.2","162","100","100"
"08-01-2022","12.5","159","100","100"
"09-01-2022","14.9","166","100","100"
"10-01-2022","18.6","209","100","100"
"11-01-2022","22.6","211","100","100"
"12-01-2022","22","195","100","100"
"13-01-2022","22.1","219","100","100"
"14-01-2022","12.5","138","100","100"
"15-01-2022","13.9","159","100","100"
"16-01-2022","17","150","100","100"
"17-01-2022","21.9","221","100","100"
"18-01-2022","20.5","215","100","100"
"19-01-2022","22","216","100","100"
"20-01-2022","16.8","159","100","100"
"21-01-2022","11.8","147","100","100"
"22-01-2022","18.7","200","100","100"
"23-01-2022","15.9","215","100","100"
"24-01-2022","18.4","172","100","100"
"25-01-2022","14.6","228","100","100"
"26-01-2022","15.9","210","100","100"
"27-01-2022","16.5","208","100","100"
"28-01-2022","15.2","170","100","100"
"29-01-2022","11.5","143","100","100"
"30-01-2022","13.8","175","100","100"
"31-01-2022","13.8","163","100","100"
"01-02-2022","14.4","183","100","100"
"02-02-2022","20.5","211","100","100"
"03-02-2022","21.5","224","100","100"
"04-02-2022","23.1","193","100","100"
"05-02-2022","17","162","100","100"
"06-02-2022","13.9","146","100","100"
"07-02-2022","17.6","175","100","100"
"08-02-2022","16.6","160","100","100"
"09-02-2022","12.3","187","100","100"
"10-02-2022","12.3","187","100","100"
"11-02-2022","17.1","169","100","100"
"12-02-2022","16.2","188","100","100"
"13-02-2022","18.9","224","100","100"
"14-02-2022","16.8","173","100","100"
"15-02-2022","19","176","100","100"
"16-02-2022","18.5","215","100","100"
"17-02-2022","15","212","100","100"
"18-02-2022","11.9","123","100","100"
"19-02-2022","15","163","100","100"
"20-02-2022","19.9","174","100","100"
"21-02-2022","18.7","188","100","100"
"22-02-2022","14.2","223","100","100"
"23-02-2022","16.9","190","100","100"
"24-02-2022","19.4","193","100","100"
"25-02-2022","19.8","212","100","100"
"26-02-2022","22.1","184","100","100"
"27-02-2022","18.1","192","100","100"
"28-02-2022","13.4","167","100","100"
"01-03-2022","13.6","146","100","100"
"02-03-2022","11.9","169","100","100"
"03-03-2022","9.6","105","100","100"
"04-03-2022","12.3","155","100","100"
"05-03-2022","20.8","172","100","100"
"06-03-2022","20.1","190","100","100"
"07-03-2022","15.9","175","100","100"
"08-03-2022","16.9","165","100","100"
"09-03-2022","22.5","180","100","100"
"10-03-2022","18.8","173","100","100"
"11-03-2022","14.4","175","100","100"
"12-03-2022","12.8","179","100","100"
"13-03-2022","17.9","154","100","100"
"14-03-2022","20.3","207","100","100"
"15-03-2022","17.3","169","100","100"
"16-03-2022","18.5","167","100","100"
"17-03-2022","22.8","193","100","100"
"18-03-2022","21.6","165","100","100"
"19-03-2022","12.4","133","100","100"
"20-03-2022","14.6","161","100","100"
"21-03-2022","18.4","198","100","100"
"22-03-2022","15","178","100","100"
"23-03-2022","19.8","203","100","100"
"24-03-2022","14.4","178","100","100"
"25-03-2022","11.4","144","100","100"
"26-03-2022","16.2","154","100","100"
"27-03-2022","22","206","100","100"
"28-03-2022","17.1","153","100","100"
"29-03-2022","18.8","199","100","100"
"30-03-2022","11","147","100","100"
"31-03-2022","12","199","100","100"
"01-04-2022","10.6","107","100","100"
"02-04-2022","14.4","178","100","100"
"03-04-2022","18.8","185","100","100"
"04-04-2022","13.9","174","100","100"
"05-04-2022","12.3","161","100","100"
"06-04-2022","10.3","153","100","100"
"07-04-2022","9.8","160","100","100"
"08-04-2022","12.3","179","100","100"
"09-04-2022","15","175","100","100"
"10-04-2022","14.1","193","100","100"
"11-04-2022","13.5","185","100","100"
"12-04-2022","15.4","202","100","100"
"13-04-2022","14.9","195","100","100"
"14-04-2022","12.5","171","100","100"
"15-04-2022","14.8","206","100","100"
"16-04-2022","17.4","190","100","100"
"17-04-2022","14.7","190","100","100"
"18-04-2022","12.2","169","100","100"
"19-04-2022","14.1","155","100","100"
"20-04-2022","17.6","210","100","100"
"21-04-2022","20.6","206","100","100"
"22-04-2022","17.5","208","100","100"
"23-04-2022","7.1","176","100","100"
"24-04-2022","11.6","172","100","100"
"25-04-2022","14.6","190","100","100"
"26-04-2022","16.2","191","100","100"
"27-04-2022","21.5","209","100","100"
"28-04-2022","7.3","112","100","100"
"29-04-2022","11.3","189","100","100"
"30-04-2022","15.9","161","100","100"
"01-05-2022","10.8","193","100","100"
"02-05-2022","11.2","179","100","100"
"03-05-2022","10","139","100","100"
"04-05-2022","9.6","167","100","100"
"05-05-2022","16.3","167","100","100"
"06-05-2022","12.8","169","100","100"
"07-05-2022","8.9","167","100","100"
"08-05-2022","12.3","179","100","100"
"09-05-2022","17.3","178","100","100"
"10-05-2022","9.4","135","100","100"
"11-05-2022","8.9","119","100","100"
"12-05-2022","10.6","180","100","100"
"13-05-2022","12.4","185","100","100"
"14-05-2022","12.2","178","100","100"
"15-05-2022","10.9","175","100","100"
"16-05-2022","15.1","191","100","100"
"17-05-2022","15.9","166","100","100"
"18-05-2022","7.9","213","100","100"
"19-05-2022","16.4","177","100","100"
"20-05-2022","16.2","155","100","100"
"21-05-2022","11.3","175","100","100"
"22-05-2022","14","168","100","100"
"23-05-2022","7.4","185","100","100"
"24-05-2022","9.6","123","100","100"
"25-05-2022","9.5","144","100","100"
"26-05-2022","10.4","202","100","100"
"27-05-2022","7.4","212","100","100"
"28-05-2022","8.2","209","100","100"
"29-05-2022","9.5","166","100","100"
"30-05-2022","9.9","154","100","100"
"31-05-2022","6.8","235","100","100"
"01-06-2022","9.8","166","100","100"
"02-06-2022","15.6","161","100","100"
"03-06-2022","8.9","161","100","100"
"04-06-2022","9.6","199","100","100"
"05-06-2022","8.8","195","100","100"
"06-06-2022","21.3","191","100","100"
"07-06-2022","9","162","100","100"
"08-06-2022","10.2","206","100","100"
"09-06-2022","12.4","181","100","100"
"10-06-2022","9.8","163","100","100"
"11-06-2022","10.7","186","100","100"
"12-06-2022","12.5","168","100","100"
"13-06-2022","10.4","149","100","100"
"14-06-2022","10.8","186","100","100"
"15-06-2022","11.6","210","100","100"
"16-06-2022","15.7","211","100","100"
"17-06-2022","18.9","216","100","100"
"18-06-2022","9.9","215","100","100"
"19-06-2022","11.7","196","100","100"
"20-06-2022","9.7","148","100","100"
"21-06-2022","9.5","148","100","100"
"22-06-2022","12.6","160","100","100"
"23-06-2022","16.4","190","100","100"
"24-06-2022","14.7","175","100","100"
"25-06-2022","8.8","165","100","100"
"26-06-2022","12.3","179","100","100"
"27-06-2022","20.2","191","100","100"
"28-06-2022","26.2","211","100","100"
"29-06-2022","6.7","116","100","100"
"30-06-2022","5.9","169","100","100"
"01-07-2022","12.1","181","100","100"
"02-07-2022","12.5","193","100","100"
"03-07-2022","9.6","127","100","100"
"04-07-2022","11.9","171","100","100"
"05-07-2022","10","171","100","100"
"06-07-2022","18.9","202","100","100"
"07-07-2022","9.3","176","100","100"
"08-07-2022","7.9","162","100","100"
"09-07-2022","10.1","148","100","100"
"10-07-2022","8.5","176","100","100"
"11-07-2022","26.8","199","100","100"
"12-07-2022","11.7","194","100","100"
"13-07-2022","10.5","91","100","100"
"14-07-2022","8.3","191","100","100"
"15-07-2022","15.5","199","100","100"
"16-07-2022","25.4","204","100","100"
"17-07-2022","14.1","173","100","100"
"18-07-2022","9.7","186","100","100"
"19-07-2022","10.1","169","100","100"
"20-07-2022","7.1","144","100","100"
"21-07-2022","10.5","177","100","100"
"22-07-2022","11.2","180","100","100"
"23-07-2022","6.4","202","100","100"
"24-07-2022","9.3","174","100","100"
"25-07-2022","14.4","199","100","100"
"26-07-2022","15.9","165","100","100"
"27-07-2022","15.6","191","100","100"
"28-07-2022","15","183","100","100"
"29-07-2022","6.8","111","100","100"
"30-07-2022","10.2","169","100","100"
"31-07-2022","13.2","216","100","100"
"01-08-2022","8.8","171","100","100"
"02-08-2022","11","207","100","100"
"03-08-2022","20","202","100","100"
"04-08-2022","12.1","160","100","100"
"05-08-2022","7.4","146","100","100"
"06-08-2022","18","171","100","100"
"07-08-2022","20.1","170","100","100"
"08-08-2022","12.7","143","100","100"
"09-08-2022","12.3","129","100","100"
"10-08-2022","10.5","156","100","100"
"11-08-2022","10.3","218","100","100"
"12-08-2022","16.8","207","100","100"
"13-08-2022","9.8","172","100","100"
"14-08-2022","14.8","177","100","100"
"15-08-2022","15","182","100","100"
"16-08-2022","10.8","120","100","100"
"17-08-2022","11","186","100","100"
"18-08-2022","14.6","152","100","100"
"19-08-2022","12","194","100","100"
"20-08-2022","11.3","166","100","100"
"21-08-2022","10.6","190","100","100"
"22-08-2022","11.3","160","100","100"
"23-08-2022","12","165","100","100"
"24-08-2022","12.4","178","100","100"
"25-08-2022","10.7","217","100","100"
"26-08-2022","10","161","100","100"
"27-08-2022","13.4","172","100","100"
"28-08-2022","10.4","167","100","100"
"29-08-2022","10.7","182","100","100"
"30-08-2022","11.3","159","100","100"
"31-08-2022","11.3","201","100","100"
"01-09-2022","22.2","207","100","100"
"02-09-2022","13.7","181","100","100"
"03-09-2022","12.3","173","100","100"
"04-09-2022","13.4","148","100","100"
"05-09-2022","12.6","177","100","100"
"06-09-2022","9.7","223","100","100"
"07-09-2022","10.8","178","100","100"
"08-09-2022","14.7","226","100","100"
"09-09-2022","13.9","212","100","100"
"10-09-2022","17.4","214","100","100"
"11-09-2022","22","214","100","100"
"12-09-2022","15.9","212","100","100"
"13-09-2022","21.7","194","100","100"
"14-09-2022","15","169","100","100"
"15-09-2022","9.7","189","100","100"
"16-09-2022","9.1","157","100","100"
"17-09-2022","13","188","100","100"
"18-09-2022","23.1","206","100","100"
"19-09-2022","16.4","182","100","100"
"20-09-2022","19.8","200","100","100"
"21-09-2022","16.9","192","100","100"
"22-09-2022","10.5","199","100","100"
"23-09-2022","11.6","204","100","100"
"24-09-2022","13.9","163","100","100"
"25-09-2022","20.3","176","100","100"
"26-09-2022","17.9","166","100","100"
"27-09-2022","14.9","197","100","100"
"28-09-2022","18","185","100","100"
"29-09-2022","14.1","175","100","100"
"30-09-2022","15.6","179","100","100"
"","","","",""
"","","","",""
"El uso de los datos en publicaciones debe señalar la fuente de los datos y que es una colaboración entre INIA y las instituciones que mantienen convenio con INIA. Adicionalmente, se solicita colocar en un lugar visible el logo de la red agrometeorológica de INIA.","","","",""
"Descargar logo desde: https://agrometeorologia.cl/assets/img/agrometeorologia-logo.png","","","",""
